c -cd-cd    63.7      122.69 
c -cc-cd    65.7      119.92 
c -cd-cc    65.7      119.92 
c -cc-cl    57.8      121.79 
c -cd-cl    57.8      121.79 
c -cc-ha    47.0      117.02 
c -cd-ha    47.0      117.02 
c -cc-n2    68.4      120.89 
c -cd-n2    68.4      120.89 
c -cc-nd    70.1      112.91 
c -cd-nc    70.1      112.91 
c -cc-oh    68.5      118.74 
c -cd-oh    68.5      118.74 
c2-cc-c3    63.3      126.11 
c2-cd-c3    63.3      126.11 
c2-cc-ca    64.4      128.22 
c2-cd-ca    64.4      128.22 
c2-cc-cc    65.3      125.41 
c2-cd-cd    65.3      125.41 
c2-cc-cd    69.1      117.02 
c2-cd-cc    69.1      117.02 
c2-cc-ha    48.7      122.72 
c2-cd-ha    48.7      122.72 
c2-cc-n     67.7      126.90 
c2-cd-n     67.7      126.90 
c2-cc-os    70.5      119.31 
c2-cd-os    70.5      119.31 
c3-cc-ca    64.1      117.81 
c3-cd-ca    64.1      117.81 
c3-cc-cc    64.7      115.97 
c3-cd-cd    64.7      115.97 
c3-cc-cd    64.8      119.45 
c3-cd-cc    64.8      119.45 
c3-cc-cf    65.4      117.84 
c3-cd-ce    65.4      117.84 
c3-cc-ha    45.1      121.52 
c3-cd-ha    45.1      121.52 
c3-cc-n2    64.5      131.55 
c3-cd-n2    64.5      131.55 
c3-cc-na    65.5      122.80 
c3-cd-na    65.5      122.80 
c3-cc-nc    65.8      121.44 
c3-cd-nd    65.8      121.44 
c3-cc-nd    66.4      121.96 
c3-cd-nc    66.4      121.96 
ca-cc-cc    67.7      111.04 
ca-cd-cd    67.7      111.04 
ca-cc-cd    68.2      113.51 
ca-cd-cc    68.2      113.51 
ca-cc-h4    45.6      128.66 
ca-cd-h4    45.6      128.66 
ca-cc-ha    46.4      124.04 
ca-cd-ha    46.4      124.04 
ca-cc-n     72.5      104.87 
ca-cd-n     72.5      104.87 
ca-cc-nd    70.2      115.05 
ca-cd-nc    70.2      115.05 
ca-cc-os    69.5      116.24 
ca-cd-os    69.5      116.24 
ca-cc-ss    64.9      111.09 
ca-cd-ss    64.9      111.09 
cc-cc-cc    67.9      110.70 
cd-cd-cd    67.9      110.70 
cc-cc-cd    68.2      114.19 
cc-cd-cd    68.2      114.19 
cc-cc-cf    65.6      123.92 
cd-cd-ce    65.6      123.92 
cc-cc-h4    45.6      129.47 
cd-cd-h4    45.6      129.47 
cc-cc-ha    46.6      123.74 
cd-cd-ha    46.6      123.74 
cc-cc-n     67.9      119.89 
cd-cd-n     67.9      119.89 
cc-cc-n2    69.3      121.15 
cd-cd-n2    69.3      121.15 
cc-cc-na    72.2      106.80 
cd-cd-na    72.2      106.80 
cc-cc-nc    70.0      113.42 
cd-cd-nd    70.0      113.42 
cc-cc-nd    71.1      112.56 
cd-cd-nc    71.1      112.56 
cc-cc-os    68.4      120.43 
cd-cd-os    68.4      120.43 
cc-cc-ss    63.8      115.02 
cd-cd-ss    63.8      115.02 
cd-cc-cd    69.3      115.51 
cc-cd-cc    69.3      115.51 
cd-cc-h4    47.2      129.11 
cc-cd-h4    47.2      129.11 
cd-cc-ha    48.4      122.89 
cc-cd-ha    48.4      122.89 
cd-cc-n     70.7      115.52 
cc-cd-n     70.7      115.52 
cd-cc-na    72.9      109.42 
cc-cd-na    72.9      109.42 
cd-cc-nc    71.0      114.98 
cc-cd-nd    71.0      114.98 
cd-cc-nh    68.4      125.04 
cc-cd-nh    68.4      125.04 
cd-cc-oh    68.8      126.44 
cc-cd-oh    68.8      126.44 
cd-cc-os    70.0      120.30 
cc-cd-os    70.0      120.30 
cd-cc-ss    63.6      118.17 
cc-cd-ss    63.6      118.17 
cl-cc-nd    59.8      125.30 
cl-cd-nc    59.8      125.30 
h4-cc-n     50.4      117.62 
h4-cd-n     50.4      117.62 
h4-cc-na    50.2      119.66 
h4-cd-na    50.2      119.66 
